data,produto_id,filial_id,empresa,volume,preco_unitario,receita
2025-06-12,P009,F248,Clamed,6.0,1769.55,10617.3
2025-03-03,P001,F094,Concorrente,12.0,1120.53,13446.36
2025-04-18,P010,F242,Concorrente,1.0,438.81,438.81
2025-02-22,P011,F158,Concorrente,3.0,2248.83,6746.49
2025-01-13,P033,F026,Concorrente,9.0,125.18,1126.62
2025-04-28,P008,F099,Concorrente,11.0,1458.24,16040.64
2025-02-17,P036,F260,Clamed,7.0,221.61,1551.27
2025-04-02,P032,F168,Concorrente,4.0,2526.92,10107.68
2025-06-22,P046,F263,Clamed,1.0,4742.79,4742.79
2025-03-24,P015,F006,Clamed,1.0,4685.74,4685.74
2025-06-21,P018,F253,Concorrente,9.0,1768.65,15917.85
2025-03-09,P011,F220,Clamed,1.0,66.08,66.08
2025-06-24,P016,F008,Clamed,1.0,420.3,420.3
2025-01-28,P007,F129,Clamed,1.0,409.79,409.79
2025-01-16,P002,F057,Clamed,1.0,2896.9,2896.9
2025-01-30,P017,F001,Concorrente,2.0,3052.11,6104.22
2025-01-02,P032,F004,Clamed,11.0,941.13,10352.43
2025-04-19,P017,F240,Concorrente,4.0,2430.99,9723.96
2025-06-17,P020,F211,Concorrente,4.0,1844.01,7376.04
2025-04-18,P050,F090,Clamed,5.0,1693.04,8465.2
2025-06-10,P004,F165,Clamed,1.0,3168.74,3168.74
2025-01-06,P035,F236,Clamed,2.0,1901.96,3803.92
2025-03-19,P012,F091,Clamed,2.0,374.4,748.8
2025-01-23,P045,F207,Clamed,5.0,152.06,760.3
2025-03-21,P017,F209,Concorrente,2.0,300.25,600.5
2025-05-06,P021,F093,Clamed,4.0,4019.12,16076.48
2025-05-04,P045,F130,Clamed,2.0,3040.67,6081.34
2025-01-19,P047,F254,Concorrente,2.0,339.18,678.36
2025-04-21,P017,F203,Concorrente,2.0,357.77,715.54
2025-01-31,P005,F141,Clamed,2.0,3008.64,6017.28
2025-01-22,P005,F245,Clamed,1.0,4170.87,4170.87
2025-03-29,P015,F030,Concorrente,2.0,4017.81,8035.62
2025-06-29,P014,F271,Concorrente,2.0,3091.74,6183.48
2025-04-21,P039,F200,Clamed,3.0,349.22,1047.66
2025-06-14,P012,F121,Clamed,4.0,411.02,1644.08
2025-06-21,P013,F280,Clamed,1.0,3600.33,3600.33
2025-03-30,P032,F297,Concorrente,9.0,173.97,1565.73
2025-02-08,P007,F188,Clamed,1.0,503.92,503.92
2025-05-05,P041,F203,Concorrente,4.0,1914.62,7658.48
2025-02-05,P036,F151,Clamed,3.0,3574.53,10723.59
2025-05-02,P039,F057,Concorrente,3.0,4056.47,12169.41
2025-05-23,P010,F132,Concorrente,4.0,1940.81,7763.24
2025-06-16,P038,F259,Clamed,2.0,2884.71,5769.42
2025-04-15,P018,F200,Clamed,5.0,2432.14,12160.7
2025-06-13,P024,F040,Concorrente,4.0,2681.75,10727
2025-02-16,P025,F149,Clamed,2.0,36.26,72.52
2025-05-21,P018,F217,Clamed,3.0,5065.12,15195.36
2025-02-25,P026,F187,Clamed,5.0,167.2,836
2025-01-12,P022,F226,Concorrente,2.0,3607.53,7215.06
2025-04-08,P039,F225,Clamed,1.0,517.83,517.83
2025-04-24,P034,F197,Concorrente,4.0,2129.94,8519.76
2025-04-12,P042,F120,Concorrente,5.0,1533.35,7666.75
2025-02-02,P041,F288,Clamed,2.0,1959.98,3919.96
2025-06-02,P021,F001,Concorrente,4.0,335.86,1343.44
2025-06-02,P016,F088,Concorrente,7.0,1251.69,8761.83
2025-06-16,P016,F038,Clamed,2.0,3026.4,6052.8
2025-04-22,P041,F004,Clamed,4.0,2030.9,8123.6
2025-05-30,P018,F223,Concorrente,8.0,2687.22,21497.76
2025-02-19,P016,F145,Concorrente,2.0,318.96,637.92
2025-03-29,P001,F043,Clamed,6.0,1845.29,11071.74
2025-01-29,P021,F296,Clamed,1.0,621.63,621.63
2025-01-07,P038,F204,Concorrente,5.0,1784.38,8921.9
2025-03-17,P004,F059,Clamed,1.0,419.86,419.86
2025-03-29,P011,F163,Clamed,1.0,642.83,642.83
2025-01-07,P014,F146,Clamed,2.0,33.1,66.2
2025-02-07,P006,F037,Concorrente,6.0,1606.37,9638.22
2025-02-26,P044,F041,Concorrente,13.0,1265.72,16454.36
2025-01-29,P035,F227,Clamed,1.0,4300.37,4300.37
2025-04-09,P035,F220,Clamed,2.0,3.32,6.64
2025-05-04,P009,F177,Clamed,5.0,1833.61,9168.05
2025-05-19,P003,F239,Concorrente,2.0,2864.03,5728.06
2025-05-16,P030,F082,Clamed,1.0,5625.07,5625.07
2025-05-16,P019,F284,Concorrente,18.0,1518.52,27333.36
2025-04-10,P015,F016,Concorrente,2.0,3418.61,6837.22
2025-02-28,P019,F228,Concorrente,3.0,233.18,699.54
2025-05-17,P030,F292,Clamed,1.0,406.33,406.33
2025-02-25,P022,F006,Concorrente,3.0,188.78,566.34
2025-02-18,P023,F091,Clamed,3.0,2904.35,8713.05
2025-02-23,P025,F244,Concorrente,4.0,365.81,1463.24
2025-05-19,P032,F216,Clamed,3.0,223.52,670.56
2025-03-23,P035,F154,Clamed,3.0,247.91,743.73
2025-03-17,P042,F086,Clamed,4.0,226.27,905.08
2025-04-14,P030,F257,Concorrente,1.0,43.39,43.39
2025-01-18,P002,F262,Concorrente,1.0,487.34,487.34
2025-02-24,P025,F185,Concorrente,3.0,2551.23,7653.69
2025-04-06,P002,F078,Clamed,2.0,392.69,785.38
2025-01-03,P002,F212,Clamed,1.0,380.04,380.04
2025-05-22,P049,F175,Concorrente,4.0,185.89,743.56
2025-03-07,P030,F096,Concorrente,3.0,2456.05,7368.15
2025-01-17,P016,F030,Clamed,4.0,2750.87,11003.48
2025-03-05,P018,F099,Concorrente,8.0,2375.95,19007.6
2025-04-05,P049,F097,Concorrente,1.0,3236.83,3236.83
2025-04-23,P008,F296,Clamed,3.0,2368.1,7104.3
2025-06-15,P028,F071,Clamed,1.0,358.86,358.86
2025-01-08,P048,F037,Concorrente,2.0,319.18,638.36
2025-04-13,P029,F074,Clamed,12.0,1092.12,13105.44
2025-04-19,P006,F244,Concorrente,9.0,1493.35,13440.15
2025-05-31,P025,F277,Concorrente,12.0,1931.2,23174.4
2025-03-18,P023,F016,Concorrente,6.0,277.56,1665.36
2025-01-27,P018,F282,Clamed,6.0,2249.75,13498.5
2025-01-17,P044,F184,Concorrente,6.0,1928.7,11572.2
2025-06-23,P020,F103,Concorrente,3.0,319.96,959.88
2025-06-27,P049,F148,Concorrente,1.0,4843.5,4843.5
2025-02-12,P007,F002,Clamed,2.0,393.21,786.42
2025-02-01,P021,F141,Concorrente,4.0,372.42,1489.68
2025-04-29,P031,F001,Concorrente,6.0,195.56,1173.36
2025-04-28,P029,F126,Clamed,7.0,20.29,142.03
2025-01-21,P004,F140,Concorrente,1.0,434.99,434.99
2025-04-14,P007,F287,Concorrente,2.0,3013.09,6026.18
2025-06-04,P009,F300,Clamed,6.0,1277.23,7663.38
2025-06-17,P030,F084,Clamed,1.0,374.96,374.96
2025-01-24,P050,F198,Concorrente,3.0,254.42,763.26
2025-06-09,P030,F026,Concorrente,4.0,2.46,9.84
2025-03-06,P006,F211,Clamed,3.0,235.95,707.85
2025-01-25,P031,F016,Concorrente,6.0,1696.34,10178.04
2025-02-20,P013,F265,Clamed,1.0,4.39,4.39
2025-01-20,P049,F218,Concorrente,1.0,485.73,485.73
2025-02-12,P019,F043,Clamed,3.0,3463.82,10391.46
2025-01-15,P026,F068,Clamed,6.0,1468.28,8809.68
2025-03-14,P003,F115,Concorrente,5.0,1820.77,9103.85
2025-02-14,P031,F064,Clamed,6.0,2173.39,13040.34
2025-03-10,P008,F094,Concorrente,13.0,915.54,11902.02
2025-01-01,P035,F177,Clamed,4.0,2053.82,8215.28
2025-04-11,P050,F147,Clamed,2.0,3135.7,6271.4
2025-02-13,P033,F122,Clamed,8.0,1904.19,15233.52
2025-06-27,P014,F238,Concorrente,5.0,193.24,966.2
2025-06-06,P020,F224,Clamed,5.0,22.22,111.1
2025-01-16,P034,F184,Clamed,3.0,2069.81,6209.43
2025-06-04,P011,F237,Clamed,1.0,353.82,353.82
2025-02-04,P043,F200,Clamed,4.0,2365.95,9463.8
2025-04-06,P036,F008,Clamed,3.0,274.66,823.98
2025-05-31,P009,F129,Clamed,7.0,1290.18,9031.26
2025-05-23,P036,F293,Clamed,8.0,250.2,2001.6
2025-03-03,P029,F248,Concorrente,6.0,2162.82,12976.92
2025-01-26,P021,F094,Clamed,4.0,3772.03,15088.12
2025-04-22,P048,F245,Concorrente,4.0,160.71,642.84
2025-04-25,P047,F223,Concorrente,3.0,268.23,804.69
2025-03-14,P004,F054,Clamed,1.0,530.53,530.53
2025-03-31,P007,F240,Clamed,1.0,4644.09,4644.09
2025-04-21,P038,F113,Clamed,2.0,402.82,805.64
2025-05-02,P018,F018,Clamed,6.0,2978.03,17868.18
2025-02-26,P025,F022,Concorrente,6.0,1812.87,10877.22
2025-01-29,P026,F072,Clamed,3.0,1963.94,5891.82
2025-05-23,P050,F090,Clamed,3.0,357.52,1072.56
2025-01-01,P004,F027,Concorrente,4.0,2414.57,9658.28
2025-05-30,P027,F096,Clamed,5.0,2037.97,10189.85
2025-04-14,P012,F170,Clamed,4.0,385.62,1542.48
2025-02-28,P036,F152,Concorrente,3.0,3679.39,11038.17
2025-05-10,P006,F115,Concorrente,2.0,266.1,532.2
2025-04-20,P017,F136,Clamed,1.0,4147.84,4147.84
2025-01-16,P040,F255,Clamed,2.0,3154.49,6308.98
2025-02-04,P027,F095,Clamed,7.0,1168.05,8176.35
2025-01-30,P013,F298,Clamed,1.0,441.37,441.37
2025-05-09,P012,F188,Concorrente,6.0,244.23,1465.38
2025-05-26,P009,F090,Clamed,7.0,1539.69,10777.83
2025-05-11,P011,F048,Concorrente,1.0,456.31,456.31
2025-01-24,P005,F260,Clamed,2.0,349.64,699.28
2025-03-29,P005,F051,Concorrente,1.0,3808.6,3808.6
2025-01-09,P039,F009,Clamed,4.0,2784.44,11137.76
2025-01-12,P018,F133,Concorrente,5.0,215.87,1079.35
2025-06-26,P038,F021,Concorrente,3.0,2745.81,8237.43
2025-03-30,P050,F153,Clamed,3.0,209.05,627.15
2025-01-14,P015,F228,Clamed,1.0,415.79,415.79
2025-04-10,P010,F203,Clamed,1.0,406.63,406.63
2025-05-17,P033,F265,Concorrente,9.0,1534.7,13812.3
2025-05-05,P043,F282,Clamed,5.0,1533.67,7668.35
2025-01-09,P033,F207,Clamed,4.0,2503.45,10013.8
2025-06-02,P034,F089,Clamed,1.0,3164.84,3164.84
2025-02-19,P006,F137,Concorrente,9.0,1701.33,15311.97
2025-02-04,P007,F288,Concorrente,1.0,30.01,30.01
2025-01-13,P040,F100,Concorrente,9.0,1392.39,12531.51
2025-02-11,P049,F215,Clamed,1.0,653,653
2025-02-19,P012,F057,Concorrente,3.0,377.64,1132.92
2025-02-27,P022,F252,Concorrente,3.0,2089.72,6269.16
2025-01-21,P044,F021,Concorrente,11.0,1183.19,13015.09
2025-02-22,P032,F283,Concorrente,5.0,2232.16,11160.8
2025-02-08,P043,F111,Clamed,2.0,2599.21,5198.42
2025-05-27,P024,F284,Concorrente,5.0,1641.32,8206.6
2025-02-19,P033,F034,Concorrente,7.0,2143.88,15007.16
2025-02-21,P042,F287,Concorrente,3.0,287.59,862.77
2025-03-14,P001,F281,Clamed,5.0,235.47,1177.35
2025-06-11,P016,F265,Clamed,,1819.16,#VALUE!
2025-01-11,P050,F131,Clamed,3.0,279.97,839.91
2025-03-28,P032,F014,Clamed,5.0,226.62,1133.1
2025-01-30,P020,F085,Clamed,1.0,418.77,418.77
2025-01-08,P035,F087,Clamed,6.0,173.52,1041.12
2025-02-06,P019,F153,Clamed,3.0,3843.8,11531.4
2025-05-04,P028,F199,Concorrente,2.0,366.39,732.78
2025-02-09,P045,F217,Concorrente,3.0,198.16,594.48
2025-06-21,P007,F024,Clamed,1.0,3215.5,3215.5
2025-06-06,P017,F256,Concorrente,6.0,167.72,1006.32
2025-01-13,P042,F184,Clamed,5.0,2055.84,10279.2
2025-04-13,P024,F064,Clamed,3.0,2499.93,7499.79
2025-04-26,P021,F045,Concorrente,7.0,21.17,148.19
2025-05-07,P050,F188,Clamed,2.0,2311.58,4623.16
2025-03-30,P017,F002,Concorrente,7.0,169.99,1189.93
2025-06-03,P026,F159,Clamed,3.0,1964.85,5894.55
2025-06-20,P012,F167,Concorrente,3.0,397.5,1192.5
2025-03-16,P003,F120,Concorrente,4.0,203.14,812.56
2025-06-02,P007,F045,Clamed,3.0,269.72,809.16
2025-03-02,P035,F008,Concorrente,1.0,3504.34,3504.34
2025-03-07,P037,F258,Concorrente,3.0,2097.54,6292.62
2025-01-20,P027,F122,Clamed,15.0,952.4,14286
2025-05-12,P002,F271,Concorrente,1.0,541.49,541.49
2025-02-18,P019,F132,Concorrente,6.0,2381.94,14291.64
2025-04-02,P025,F274,Concorrente,4.0,319.22,1276.88
2025-05-14,P005,F166,Clamed,2.0,413.15,826.3
2025-02-05,P018,F017,Concorrente,4.0,2897.41,11589.64
2025-03-06,P044,F148,Clamed,4.0,219.39,877.56
2025-06-17,P019,F147,Clamed,4.0,345.71,1382.84
2025-06-04,P037,F069,Concorrente,2.0,2452.25,4904.5
2025-01-02,P014,F217,Concorrente,2.0,37.61,75.22
2025-03-29,P006,F237,Concorrente,4.0,2035.57,8142.28
2025-06-13,P042,F013,Concorrente,11.0,1029.4,11323.4
2025-02-27,P027,F235,Concorrente,10.0,1656.97,16569.7
2025-06-19,P025,F165,Concorrente,4.0,430.94,1723.76
2025-03-28,P029,F274,Concorrente,7.0,2024.81,14173.67
2025-06-19,P009,F236,Clamed,4.0,2134.8,8539.2
2025-02-07,P031,F211,Clamed,3.0,272.94,818.82
2025-05-22,P018,F257,Clamed,3.0,505.22,1515.66
2025-04-22,P003,F272,Clamed,2.0,286.65,573.3
2025-04-03,P032,F011,Concorrente,2.0,3005.03,6010.06
2025-03-02,P049,F084,Concorrente,2.0,304.67,609.34
2025-02-27,P028,F088,Clamed,1.0,396.32,396.32
2025-04-04,P014,F017,Concorrente,2.0,3159.16,6318.32
2025-04-25,P022,F062,Concorrente,4.0,2948.29,11793.16
2025-03-23,P048,F133,Clamed,1.0,395.13,395.13
2025-05-11,P025,F068,Concorrente,8.0,3123.44,24987.52
2025-06-17,P050,F235,Concorrente,6.0,1876.07,11256.42
2025-05-19,P003,F130,Concorrente,7.0,1198.86,8392.02
2025-06-25,P027,F269,Clamed,4.0,177.94,711.76
2025-03-21,P021,F051,Clamed,2.0,4782.6,9565.2
2025-06-23,P023,F218,Concorrente,4.0,399.7,1598.8
2025-06-14,P015,F213,Clamed,1.0,284.52,284.52
2025-06-18,P009,F071,Clamed,7.0,1970.54,13793.78
2025-04-13,P038,F202,Clamed,3.0,304.51,913.53
2025-03-21,P019,F216,Clamed,3.0,325.58,976.74
2025-06-17,P011,F298,Clamed,2.0,3368.81,6737.62
2025-04-25,P048,F240,Concorrente,2.0,375.3,750.6
2025-05-12,P007,F211,Concorrente,1.0,5899.75,5899.75
2025-01-25,P048,F037,Clamed,2.0,2028.87,4057.74
2025-04-25,P035,F084,Clamed,2.0,372.43,744.86
2025-04-09,P005,F066,Concorrente,1.0,4035.37,4035.37
2025-04-12,P022,F239,Concorrente,4.0,1845.54,7382.16
2025-05-12,P029,F067,Clamed,6.0,177.04,1062.24
2025-05-26,P048,F272,Concorrente,3.0,190.56,571.68
2025-01-25,P006,F171,Clamed,5.0,2057.26,10286.3
2025-03-17,P031,F287,Clamed,2.0,221.78,443.56
2025-01-13,P009,F085,Concorrente,2.0,3201.46,6402.92
2025-01-21,P043,F144,Clamed,1.0,382.52,382.52
2025-03-14,P009,F045,Clamed,10.0,1068.32,10683.2
2025-06-26,P042,F201,Concorrente,3.0,2703.33,8109.99
2025-01-11,P039,F179,Concorrente,1.0,4777.15,4777.15
2025-05-22,P048,F019,Clamed,5.0,1868.63,9343.15
2025-05-08,P031,F189,Concorrente,3.0,2297.64,6892.92
2025-06-22,P002,F044,Concorrente,1.0,3456.7,3456.7
2025-04-11,P001,F125,Clamed,3.0,2204.32,6612.96
2025-05-14,P041,F123,Clamed,5.0,194.7,973.5
2025-03-16,P004,F184,Concorrente,2.0,3074.42,6148.84
2025-05-06,P048,F055,Clamed,2.0,349.53,699.06
2025-04-07,P002,F288,Concorrente,1.0,6333.24,6333.24
2025-03-08,P038,F278,Concorrente,5.0,1755.27,8776.35
2025-03-25,P032,F209,Concorrente,3.0,281.08,843.24
2025-06-08,P020,F027,Concorrente,6.0,1448.04,8688.24
2025-06-02,P009,F081,Concorrente,4.0,166.41,665.64
2025-04-16,P017,F086,Concorrente,5.0,244.33,1221.65
2025-05-05,P029,F066,Clamed,5.0,191.73,958.65
2025-01-20,P032,F192,Clamed,5.0,236.77,1183.85
2025-04-28,P012,F112,Clamed,1.0,394.02,394.02
2025-01-07,P040,F143,Clamed,1.0,375.14,375.14
2025-04-11,P014,F268,Clamed,3.0,270.78,812.34
2025-02-23,P042,F127,Concorrente,3.0,2846.43,8539.29
2025-06-26,P007,F238,Concorrente,1.0,322.76,322.76
2025-04-01,P011,F255,Concorrente,1.0,437.42,437.42
2025-04-26,P034,F133,Concorrente,1.0,342.44,342.44
2025-01-13,P028,F079,Concorrente,2.0,3020.08,6040.16
2025-01-23,P022,F172,Clamed,4.0,269.69,1078.76
2025-03-13,P013,F019,Clamed,1.0,44.5,44.5
2025-06-08,P024,F271,Clamed,3.0,1701.1,5103.3
2025-03-28,P024,F039,Clamed,3.0,2.54,7.62
2025-05-09,P036,F063,Clamed,4.0,337.17,1348.68
2025-06-21,P021,F266,Clamed,6.0,259.23,1555.38
2025-06-10,P033,F204,Clamed,7.0,1157.03,8099.21
2025-03-23,P004,F231,Concorrente,1.0,368.67,368.67
2025-02-23,P038,F072,Concorrente,4.0,172.89,691.56
2025-01-07,P012,F296,Clamed,2.0,3364.2,6728.4
2025-03-19,P012,F164,Clamed,2.0,40.06,80.12
2025-06-15,P019,F161,Clamed,2.0,398.34,796.68
2025-02-13,P003,F066,Concorrente,9.0,1612.6,14513.4
2025-03-15,P043,F232,Clamed,6.0,1899.71,11398.26
2025-01-07,P049,F290,Clamed,4.0,2042.17,8168.68
2025-04-18,P041,F223,Concorrente,4.0,209.27,837.08
2025-05-06,P010,F090,Concorrente,2.0,400.2,800.4
2025-06-28,P044,F008,Clamed,1.0,365.73,365.73
2025-03-14,P020,F108,Clamed,3.0,2483.83,7451.49
2025-05-15,P003,F126,Concorrente,10.0,1263.02,12630.2
2025-01-17,P009,F012,Clamed,5.0,2029.78,10148.9
2025-03-15,P048,F060,Clamed,4.0,1756.16,7024.64
2025-01-19,P007,F272,Clamed,1.0,525.94,525.94
2025-06-19,P036,F041,Clamed,6.0,368.46,2210.76
2025-05-29,P012,F048,Concorrente,4.0,337.62,1350.48
2025-06-02,P040,F194,Concorrente,2.0,334.04,668.08
2025-04-24,P040,F091,Concorrente,2.0,244.4,488.8
2025-04-01,P042,F046,Clamed,5.0,175.15,875.75
2025-03-11,P011,F162,Clamed,1.0,684.6,684.6
2025-04-23,P049,F103,Clamed,1.0,46.87,46.87
2025-05-25,P049,F130,Clamed,1.0,4354.44,4354.44
2025-02-25,P034,F016,Concorrente,3.0,3027.07,9081.21
2025-01-26,P047,F131,Concorrente,3.0,3047.12,9141.36
2025-04-26,P041,F218,Clamed,5.0,1591.01,7955.05
2025-01-05,P007,F253,Clamed,1.0,354.99,354.99
2025-03-06,P007,F233,Concorrente,1.0,660.39,660.39
2025-03-04,P042,F159,Concorrente,8.0,122.92,983.36
2025-02-15,P010,F141,Clamed,4.0,20.06,80.24
2025-04-21,P031,F145,Clamed,4.0,163.99,655.96
2025-03-13,P044,F086,Clamed,9.0,1412.42,12711.78
2025-03-08,P020,F123,Concorrente,3.0,2755.67,8267.01
2025-06-27,P042,F192,Clamed,9.0,1399.53,12595.77
2025-05-23,P013,F034,Clamed,1.0,509.99,509.99
2025-05-23,P001,F001,Clamed,3.0,2410.2,7230.6
2025-05-20,P013,F160,Clamed,1.0,4494.1,4494.1
2025-02-27,P044,F261,Concorrente,10.0,1402.8,14028
2025-05-20,P022,F244,Clamed,6.0,1731.58,10389.48
2025-06-22,P040,F191,Clamed,6.0,1770.95,10625.7
2025-01-08,P016,F267,Clamed,3.0,3295.21,9885.63
2025-01-22,P038,F029,Clamed,1.0,4446.01,4446.01
2025-01-03,P042,F104,Clamed,5.0,2456.48,12282.4
2025-02-14,P015,F083,Clamed,1.0,439.91,439.91
2025-06-23,P024,F190,Concorrente,2.0,256.97,513.94
2025-03-18,P007,F190,Clamed,1.0,622.99,622.99
2025-05-04,P027,F076,Concorrente,5.0,1370.51,6852.55
2025-04-04,P010,F100,Concorrente,2.0,231.48,462.96
2025-06-28,P005,F037,Concorrente,1.0,2971.78,2971.78
2025-04-16,P025,F206,Clamed,1.0,598.54,598.54
2025-01-17,P027,F204,Clamed,6.0,1476.5,8859
2025-03-03,P012,F171,Concorrente,4.0,2159.91,8639.64
2025-05-03,P043,F006,Clamed,2.0,293,586
2025-01-21,P011,F248,Clamed,2.0,354.14,708.28
2025-02-14,P049,F181,Concorrente,1.0,446.25,446.25
2025-06-24,P021,F294,Concorrente,4.0,2581.84,10327.36
2025-05-08,P011,F043,Clamed,3.0,230.43,691.29
2025-03-29,P026,F226,Clamed,2.0,3806.51,7613.02
2025-04-23,P045,F040,Concorrente,4.0,2101.54,8406.16
2025-04-09,P003,F187,Concorrente,8.0,1411.43,11291.44
2025-04-02,P015,F192,Concorrente,2.0,27.81,55.62
2025-06-24,P022,F098,Clamed,3.0,2136.19,6408.57
2025-01-15,P044,F076,Clamed,2.0,329.95,659.9
2025-03-23,P011,F125,Clamed,1.0,5642.17,5642.17
2025-02-08,P040,F196,Concorrente,1.0,4118.58,4118.58
2025-04-27,P035,F096,Concorrente,6.0,1935.47,11612.82
2025-03-22,P045,F029,Clamed,1.0,3795,3795
2025-03-23,P033,F256,Clamed,7.0,1738.99,12172.93
2025-02-20,P023,F169,Concorrente,5.0,2900.1,14500.5
2025-04-24,P050,F235,Concorrente,5.0,2169.24,10846.2
2025-04-07,P047,F096,Clamed,3.0,2907.59,8722.77
2025-05-28,P042,F297,Concorrente,10.0,1335.16,13351.6
2025-03-21,P040,F113,Clamed,2.0,251.81,503.62
2025-01-22,P046,F099,Clamed,3.0,2446.38,7339.14
2025-06-04,P039,F094,Concorrente,6.0,38.53,231.18
2025-03-29,P006,F003,Concorrente,4.0,2779.02,11116.08
2025-03-31,P039,F145,Concorrente,3.0,306.22,918.66
2025-05-08,P030,F134,Concorrente,2.0,446.11,892.22
2025-02-11,P006,F118,Concorrente,9.0,1124.49,10120.41
2025-04-05,P040,F190,Clamed,1.0,3722.44,3722.44
2025-04-05,P009,F230,Concorrente,5.0,1480.49,7402.45
2025-06-08,P037,F159,Concorrente,1.0,410.32,410.32
2025-03-04,P028,F232,Concorrente,2.0,3167.22,6334.44
2025-04-13,P008,F035,Clamed,2.0,363.68,727.36
2025-05-15,P037,F231,Concorrente,1.0,4483.58,4483.58
2025-05-10,P026,F016,Clamed,4.0,241.93,967.72
2025-05-06,P016,F172,Clamed,8.0,1392.63,11141.04
2025-01-18,P023,F188,Concorrente,2.0,3582,7164
2025-04-27,P001,F250,Clamed,2.0,3084.4,6168.8
2025-03-22,P026,F231,Clamed,5.0,1592.93,7964.65
2025-01-18,P035,F263,Clamed,3.0,2894.43,8683.29
2025-05-16,P010,F184,Clamed,1.0,361.13,361.13
2025-04-15,P010,F010,Clamed,1.0,556.2,556.2
2025-03-05,P040,F111,Clamed,2.0,2466.95,4933.9
2025-02-17,P045,F134,Clamed,3.0,3210.82,9632.46
2025-02-02,P044,F285,Concorrente,3.0,2510.8,7532.4
2025-01-20,P038,F125,Concorrente,2.0,345.14,690.28
2025-05-12,P046,F043,Concorrente,3.0,2677.73,8033.19
2025-06-03,P010,F037,Clamed,1.0,6071.35,6071.35
2025-02-08,P021,F162,Concorrente,3.0,303.66,910.98
2025-03-10,P006,F071,Clamed,7.0,1512.83,10589.81
2025-02-15,P049,F193,Concorrente,1.0,352.46,352.46
2025-04-17,P033,F190,Concorrente,4.0,1954.61,7818.44
2025-01-12,P040,F185,Concorrente,1.0,401.29,401.29
2025-01-22,P041,F296,Concorrente,2.0,2472.88,4945.76
2025-04-12,P006,F297,Concorrente,9.0,1301.31,11711.79
2025-03-17,P002,F203,Clamed,1.0,4271.69,4271.69
2025-04-24,P033,F292,Concorrente,9.0,1065.19,9586.71
2025-01-19,P031,F299,Concorrente,7.0,1391.62,9741.34
2025-06-29,P008,F236,Clamed,2.0,317.9,635.8
2025-03-26,P044,F265,Clamed,9.0,1533.87,13804.83
2025-05-24,P011,F160,Concorrente,1.0,55.78,55.78
2025-04-09,P035,F256,Concorrente,3.0,2858.39,8575.17
2025-03-27,P008,F109,Concorrente,4.0,1812.88,7251.52
2025-05-16,P005,F111,Concorrente,1.0,5225.01,5225.01
2025-01-04,P016,F290,Concorrente,7.0,163.97,1147.79
2025-06-09,P032,F149,Concorrente,7.0,121.67,851.69
2025-06-06,P047,F076,Clamed,3.0,162.19,486.57
2025-02-19,P020,F299,Concorrente,3.0,2221.09,6663.27
2025-03-03,P031,F240,Clamed,10.0,1088.32,10883.2
2025-02-28,P027,F139,Concorrente,9.0,164.32,1478.88
2025-03-18,P019,F255,Concorrente,6.0,1878.94,11273.64
2025-02-22,P038,F265,Concorrente,3.0,283.32,849.96
2025-03-10,P012,F225,Concorrente,3.0,288.18,864.54
2025-04-24,P005,F016,Clamed,3.0,2452.96,7358.88
2025-03-28,P029,F059,Concorrente,7.0,1957.31,13701.17
2025-04-25,P038,F092,Clamed,2.0,3378.86,6757.72
2025-04-19,P021,F011,Concorrente,2.0,4263.22,8526.44
2025-02-16,P001,F255,Concorrente,10.0,1037.5,10375
2025-05-10,P024,F110,Clamed,2.0,3072.14,6144.28
2025-03-20,P003,F135,Concorrente,13.0,1218.06,15834.78
2025-06-23,P028,F008,Clamed,1.0,499.52,499.52
2025-03-14,P035,F095,Concorrente,2.0,2536.55,5073.1
2025-03-20,P025,F071,Concorrente,5.0,346.07,1730.35
2025-01-08,P050,F068,Clamed,5.0,2000.45,10002.25
2025-02-24,P047,F107,Clamed,3.0,3087.8,9263.4
2025-03-25,P014,F238,Clamed,2.0,265.44,530.88
2025-06-08,P021,F233,Concorrente,3.0,542.32,1626.96
2025-02-05,P041,F213,Clamed,2.0,261.82,523.64
2025-06-20,P001,F016,Concorrente,15.0,957.98,14369.7
2025-03-27,P047,F109,Clamed,1.0,3471.88,3471.88
2025-01-15,P005,F292,Concorrente,2.0,3589.52,7179.04
2025-05-21,P035,F251,Clamed,5.0,169.96,849.8
2025-05-19,P013,F048,Clamed,1.0,2954.45,2954.45
2025-05-05,P023,F039,Clamed,5.0,433.99,2169.95
2025-03-18,P041,F062,Clamed,6.0,1909.55,11457.3
2025-05-08,P028,F195,Clamed,1.0,5255.73,5255.73
2025-01-07,P042,F223,Concorrente,6.0,212.11,1272.66
2025-04-28,P038,F001,Concorrente,2.0,338.91,677.82
2025-05-16,P001,F066,Concorrente,11.0,1207.43,13281.73
2025-06-03,P024,F236,Concorrente,1.0,431.02,431.02
2025-05-01,P008,F065,Concorrente,7.0,1893.84,13256.88
2025-05-08,P032,F066,Concorrente,7.0,1985.25,13896.75
2025-01-30,P043,F260,Clamed,3.0,3124.82,9374.46
2025-01-14,P030,F203,Clamed,1.0,510.17,510.17
2025-02-27,P005,F202,Concorrente,2.0,357.51,715.02
2025-04-17,P023,F284,Concorrente,5.0,28.47,142.35
